C:\Users\midoe\Downloads\simulator-windows-64\data\IMG\center_2020_05_14_16_05_49_096.jpg, C:\Users\midoe\Downloads\simulator-windows-64\data\IMG\left_2020_05_14_16_05_49_096.jpg, C:\Users\midoe\Downloads\simulator-windows-64\data\IMG\right_2020_05_14_16_05_49_096.jpg, 0, 0, 0, 8.086143E-05
C:\Users\midoe\Downloads\simulator-windows-64\data\IMG\center_2020_05_14_16_05_49_209.jpg, C:\Users\midoe\Downloads\simulator-windows-64\data\IMG\left_2020_05_14_16_05_49_209.jpg, C:\Users\midoe\Downloads\simulator-windows-64\data\IMG\right_2020_05_14_16_05_49_209.jpg, 0, 0, 0, 8.113562E-05
C:\Users\midoe\Downloads\simulator-windows-64\data\IMG\center_2020_05_14_16_05_49_319.jpg, C:\Users\midoe\Downloads\simulator-windows-64\data\IMG\left_2020_05_14_16_05_49_319.jpg, C:\Users\midoe\Downloads\simulator-windows-64\data\IMG\right_2020_05_14_16_05_49_319.jpg, 0, 0, 0, 8.095241E-05
C:\Users\midoe\Downloads\simulator-windows-64\data\IMG\center_2020_05_14_16_05_49_420.jpg, C:\Users\midoe\Downloads\simulator-windows-64\data\IMG\left_2020_05_14_16_05_49_420.jpg, C:\Users\midoe\Downloads\simulator-windows-64\data\IMG\right_2020_05_14_16_05_49_420.jpg, 0, 0, 0, 8.101387E-05
C:\Users\midoe\Downloads\simulator-windows-64\data\IMG\center_2020_05_14_16_05_49_536.jpg, C:\Users\midoe\Downloads\simulator-windows-64\data\IMG\left_2020_05_14_16_05_49_536.jpg, C:\Users\midoe\Downloads\simulator-windows-64\data\IMG\right_2020_05_14_16_05_49_536.jpg, 0, 0, 0, 8.125096E-05
C:\Users\midoe\Downloads\simulator-windows-64\data\IMG\center_2020_05_14_16_05_49_636.jpg, C:\Users\midoe\Downloads\simulator-windows-64\data\IMG\left_2020_05_14_16_05_49_636.jpg, C:\Users\midoe\Downloads\simulator-windows-64\data\IMG\right_2020_05_14_16_05_49_636.jpg, 0, 0, 0, 8.211612E-05
C:\Users\midoe\Downloads\simulator-windows-64\data\IMG\center_2020_05_14_16_05_49_738.jpg, C:\Users\midoe\Downloads\simulator-windows-64\data\IMG\left_2020_05_14_16_05_49_738.jpg, C:\Users\midoe\Downloads\simulator-windows-64\data\IMG\right_2020_05_14_16_05_49_738.jpg, 0, 0, 0, 8.081603E-05
C:\Users\midoe\Downloads\simulator-windows-64\data\IMG\center_2020_05_14_16_05_49_844.jpg, C:\Users\midoe\Downloads\simulator-windows-64\data\IMG\left_2020_05_14_16_05_49_844.jpg, C:\Users\midoe\Downloads\simulator-windows-64\data\IMG\right_2020_05_14_16_05_49_844.jpg, 0, 0, 0, 8.101432E-05
C:\Users\midoe\Downloads\simulator-windows-64\data\IMG\center_2020_05_14_16_05_49_947.jpg, C:\Users\midoe\Downloads\simulator-windows-64\data\IMG\left_2020_05_14_16_05_49_947.jpg, C:\Users\midoe\Downloads\simulator-windows-64\data\IMG\right_2020_05_14_16_05_49_947.jpg, 0, 0, 0, 8.110412E-05
C:\Users\midoe\Downloads\simulator-windows-64\data\IMG\center_2020_05_14_16_05_50_056.jpg, C:\Users\midoe\Downloads\simulator-windows-64\data\IMG\left_2020_05_14_16_05_50_056.jpg, C:\Users\midoe\Downloads\simulator-windows-64\data\IMG\right_2020_05_14_16_05_50_056.jpg, 0, 0, 0, 8.115054E-05
C:\Users\midoe\Downloads\simulator-windows-64\data\IMG\center_2020_05_14_16_05_50_160.jpg, C:\Users\midoe\Downloads\simulator-windows-64\data\IMG\left_2020_05_14_16_05_50_160.jpg, C:\Users\midoe\Downloads\simulator-windows-64\data\IMG\right_2020_05_14_16_05_50_160.jpg, 0, 0, 0, 8.16453E-05
C:\Users\midoe\Downloads\simulator-windows-64\data\IMG\center_2020_05_14_16_05_50_266.jpg, C:\Users\midoe\Downloads\simulator-windows-64\data\IMG\left_2020_05_14_16_05_50_266.jpg, C:\Users\midoe\Downloads\simulator-windows-64\data\IMG\right_2020_05_14_16_05_50_266.jpg, 0, 0, 0, 8.111642E-05
C:\Users\midoe\Downloads\simulator-windows-64\data\IMG\center_2020_05_14_16_05_50_369.jpg, C:\Users\midoe\Downloads\simulator-windows-64\data\IMG\left_2020_05_14_16_05_50_369.jpg, C:\Users\midoe\Downloads\simulator-windows-64\data\IMG\right_2020_05_14_16_05_50_369.jpg, 0, 0, 0, 8.110724E-05
C:\Users\midoe\Downloads\simulator-windows-64\data\IMG\center_2020_05_14_16_05_50_479.jpg, C:\Users\midoe\Downloads\simulator-windows-64\data\IMG\left_2020_05_14_16_05_50_479.jpg, C:\Users\midoe\Downloads\simulator-windows-64\data\IMG\right_2020_05_14_16_05_50_479.jpg, 0, 0, 0, 8.109058E-05
